#,Name,Japanese_Name,Type 1,Type 2,Total,HP,Attack,Speed,Defense,Happiness,Sp. Atk,Sp. Def,Legendary,Generation,Classfication,Capture_Rate,Egg_Steps,Experience_Growth,Height_M,Weight_Kg,Percentage_Male,Abilities
419,Floatzel,Floazelフローゼル,Water,,495,85,105,115,55,70,85,50,FALSE,4,Sea Weasel Pokémon,75,5120,1000000,1.1,33.5,50,"['Swift Swim', 'Water Veil']"
420,Cherubi,Cherinboチェリンボ,Grass,,275,45,35,35,45,70,62,53,FALSE,4,Cherry Pokémon,190,5120,1000000,0.4,3.3,50,['Chlorophyll']
421,Cherrim,Cherrimチェリム,Grass,,450,70,60,85,70,70,87,78,FALSE,4,Blossom Pokémon,75,5120,1000000,0.5,9.3,50,['Flower Gift']
422,Shellos,Karanakushiカラナクシ,Water,,325,76,48,34,48,70,57,62,FALSE,4,Sea Slug Pokémon,190,5120,1000000,0.3,6.3,50,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
423,Gastrodon,Tritodonトリトドン,Water,Ground,475,111,83,39,68,70,92,82,FALSE,4,Sea Slug Pokémon,75,5120,1000000,0.9,29.9,50,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
424,Ambipom,Etebothエテボース,Normal,,482,75,100,115,66,100,60,66,FALSE,4,Long Tail Pokémon,45,5120,800000,1.2,20.3,50,"['Technician', 'Pickup', 'Skill Link']"
425,Drifloon,Fuwanteフワンテ,Ghost,Flying,348,90,50,70,34,70,60,44,FALSE,4,Balloon Pokémon,125,7680,1640000,0.4,1.2,50,"['Aftermath', 'Unburden', 'Flare Boost']"
426,Drifblim,Fuwarideフワライド,Ghost,Flying,498,150,80,80,44,70,90,54,FALSE,4,Blimp Pokémon,60,7680,1640000,1.2,15,50,"['Aftermath', 'Unburden', 'Flare Boost']"
427,Buneary,Mimirolミミロル,Normal,,350,55,66,85,44,0,44,56,FALSE,4,Rabbit Pokémon,190,5120,1000000,0.4,5.5,50,"['Run Away', 'Klutz', 'Limber']"
428,Lopunny,Mimilopミミロップ,Normal,,480,65,76,105,84,140,54,96,FALSE,4,Rabbit Pokémon,60,5120,1000000,1.2,33.3,50,"['Cute Charm', 'Klutz', 'Limber']"
429,Mismagius,Mumargiムウマージ,Ghost,,495,60,60,105,60,35,105,105,FALSE,4,Magical Pokémon,45,6400,800000,0.9,4.4,50,['Levitate']
430,Honchkrow,Dongkarasuドンカラス,Dark,Flying,505,100,125,71,52,35,105,52,FALSE,4,Big Boss Pokémon,30,5120,1059860,0.9,27.3,50,"['Insomnia', 'Super Luck', 'Moxie']"
431,Glameow,Nyarmarニャルマー,Normal,,310,49,55,85,42,70,42,37,FALSE,4,Catty Pokémon,190,5120,800000,0.5,3.9,24.6,"['Limber', 'Own Tempo', 'Keen Eye']"
432,Purugly,Bunyattoブニャット,Normal,,452,71,82,112,64,70,64,59,FALSE,4,Tiger Cat Pokémon,75,5120,800000,1,43.8,24.6,"['Thick Fat', 'Own Tempo', 'Defiant']"
433,Chingling,Lisyanリーシャン,Psychic,,285,45,30,45,50,70,65,50,FALSE,4,Bell Pokémon,120,6400,800000,0.2,0.6,50,['Levitate']
434,Stunky,Skunpuuスカンプー,Poison,Dark,329,63,63,74,47,70,41,41,FALSE,4,Skunk Pokémon,225,5120,1000000,0.4,19.2,50,"['Stench', 'Aftermath', 'Keen Eye']"
435,Skuntank,Skutankスカタンク,Poison,Dark,479,103,93,84,67,70,71,61,FALSE,4,Skunk Pokémon,60,5120,1000000,1,38,50,"['Stench', 'Aftermath', 'Keen Eye']"
436,Bronzor,Dohmirrorドーミラー,Steel,Psychic,300,57,24,23,86,70,24,86,FALSE,4,Bronze Pokémon,255,5120,1000000,0.5,60.5,,"['Levitate', 'Heatproof', 'Heavy Metal']"
437,Bronzong,Dohtakunドータクン,Steel,Psychic,500,67,89,33,116,70,79,116,FALSE,4,Bronze Bell Pokémon,90,5120,1000000,1.3,187,,"['Levitate', 'Heatproof', 'Heavy Metal']"
438,Bonsly,Usohachiウソハチ,Rock,,290,50,80,10,95,70,10,45,FALSE,4,Bonsai Pokémon,255,5120,1000000,0.5,15,50,"['Sturdy', 'Rock Head', 'Rattled']"
439,Mime Jr.,Maneneマネネ,Psychic,Fairy,310,20,25,60,45,70,70,90,FALSE,4,Mime Pokémon,145,6400,1000000,0.6,13,50,"['Soundproof', 'Filter', 'Technician']"
440,Happiny,Pinpukuピンプク,Normal,,220,100,5,30,5,140,15,65,FALSE,4,Playhouse Pokémon,130,10240,800000,0.6,24.4,0,"['Natural Cure', 'Serene Grace', 'Friend Guard']"
441,Chatot,Perapペラップ,Normal,Flying,411,76,65,91,45,35,92,42,FALSE,4,Music Note Pokémon,30,5120,1059860,0.5,1.9,50,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
442,Spiritomb,Mikarugeミカルゲ,Ghost,Dark,485,50,92,35,108,70,92,108,FALSE,4,Forbidden Pokémon,100,7680,1000000,1,108,50,"['Pressure', 'Infiltrator']"
443,Gible,Fukamaruフカマル,Dragon,Ground,300,58,70,42,45,70,40,45,FALSE,4,Land Shark Pokémon,45,10240,1250000,0.7,20.5,50,"['Sand Veil', 'Rough Skin']"
444,Gabite,Gabiteガバイト,Dragon,Ground,410,68,90,82,65,70,50,55,FALSE,4,Cave Pokémon,45,10240,1250000,1.4,56,50,"['Sand Veil', 'Rough Skin']"
445,Garchomp,Gaburiasガブリアス,Dragon,Ground,600,108,130,102,95,70,80,85,FALSE,4,Mach Pokémon,45,10240,1250000,1.9,95,50,"['Sand Veil', 'Rough Skin']"
446,Munchlax,Gonbeゴンベ,Normal,,390,135,85,5,40,70,40,85,FALSE,4,Big Eater Pokémon,50,10240,1250000,0.6,105,88.1,"['Pickup', 'Thick Fat', 'Gluttony']"
447,Riolu,Rioluリオル,Fighting,,285,40,70,60,40,70,35,40,FALSE,4,Emanation Pokémon,75,6400,1059860,0.7,20.2,88.1,"['Steadfast', 'Inner Focus', 'Prankster']"
448,Lucario,Lucarioルカリオ,Fighting,Steel,525,70,110,90,70,70,115,70,FALSE,4,Aura Pokémon,45,6400,1059860,1.2,54,88.1,"['Steadfast', 'Inner Focus', 'Justified']"
449,Hippopotas,Hippopotasヒポポタス,Ground,,330,68,72,32,78,70,38,42,FALSE,4,Hippo Pokémon,140,7680,1250000,0.8,49.5,50,"['Sand Stream', 'Sand Force']"
450,Hippowdon,Kabaldonカバルドン,Ground,,525,108,112,47,118,70,68,72,FALSE,4,Heavyweight Pokémon,60,7680,1250000,2,300,50,"['Sand Stream', 'Sand Force']"
451,Skorupi,Scorupiスコルピ,Poison,Bug,330,40,50,65,90,70,30,55,FALSE,4,Scorpion Pokémon,120,5120,1250000,0.8,12,50,"['Battle Armor', 'Sniper', 'Keen Eye']"
452,Drapion,Dorapionドラピオン,Poison,Dark,500,70,90,95,110,70,60,75,FALSE,4,Ogre Scorp Pokémon,45,5120,1250000,1.3,61.5,50,"['Battle Armor', 'Sniper', 'Keen Eye']"
453,Croagunk,Gureggruグレッグル,Poison,Fighting,300,48,61,50,40,100,61,40,FALSE,4,Toxic Mouth Pokémon,140,2560,1000000,0.7,23,50,"['Anticipation', 'Dry Skin', 'Poison Touch']"
454,Toxicroak,Dokurogドクロッグ,Poison,Fighting,490,83,106,85,65,70,86,65,FALSE,4,Toxic Mouth Pokémon,75,5120,1000000,1.3,44.4,50,"['Anticipation', 'Dry Skin', 'Poison Touch']"
455,Carnivine,Muskippaマスキッパ,Grass,,454,74,100,46,72,70,90,72,FALSE,4,Bug Catcher Pokémon,200,6400,1250000,1.4,27,50,['Levitate']
456,Finneon,Keikouoケイコウオ,Water,,330,49,49,66,56,70,49,61,FALSE,4,Wing Fish Pokémon,190,5120,600000,0.4,7,50,"['Swift Swim', 'Storm Drain', 'Water Veil']"
457,Lumineon,Neolantネオラント,Water,,460,69,69,91,76,70,69,86,FALSE,4,Neon Pokémon,75,5120,600000,1.2,24,50,"['Swift Swim', 'Storm Drain', 'Water Veil']"
458,Mantyke,Tamantaタマンタ,Water,Flying,345,45,20,50,50,70,60,120,FALSE,4,Kite Pokémon,25,6400,1250000,1,65,50,"['Swift Swim', 'Water Absorb', 'Water Veil']"
459,Snover,Yukikaburiユキカブリ,Grass,Ice,334,60,62,40,50,70,62,60,FALSE,4,Frosted Tree Pokémon,120,5120,1250000,1,50.5,50,"['Snow Warning', 'Soundproof']"
460,Abomasnow,Yukinoohユキノオー,Grass,Ice,494,90,92,60,75,70,92,85,FALSE,4,Frosted Tree Pokémon,60,5120,1250000,2.2,135.5,50,"['Snow Warning', 'Soundproof']"
461,Weavile,Manyulaマニューラ,Dark,Ice,510,70,120,125,65,35,45,85,FALSE,4,Sharp Claw Pokémon,45,5120,1059860,1.1,34,50,"['Pressure', 'Pickpocket']"
462,Magnezone,Jibacoilジバコイル,Electric,Steel,535,70,70,60,115,70,130,90,FALSE,4,Magnet Area Pokémon,30,5120,1000000,1.2,180,,"['Magnet Pull', 'Sturdy', 'Analytic']"
463,Lickilicky,Berobeltベロベルト,Normal,,515,110,85,50,95,70,80,95,FALSE,4,Licking Pokémon,30,5120,1000000,1.7,140,50,"['Own Tempo', 'Oblivious', 'Cloud Nine']"
464,Rhyperior,Dosidonドサイドン,Ground,Rock,535,115,140,40,130,70,55,55,FALSE,4,Drill Pokémon,30,5120,1250000,2.4,282.8,50,"['Lightningrod', 'Solid Rock', 'Reckless']"
465,Tangrowth,Mojumboモジャンボ,Grass,,535,100,100,50,125,70,110,50,FALSE,4,Vine Pokémon,30,5120,1000000,2,128.6,50,"['Chlorophyll', 'Leaf Guard', 'Regenerator']"
466,Electivire,Elekibleエレキブル,Electric,,540,75,123,95,67,70,95,85,FALSE,4,Thunderbolt Pokémon,30,6400,1000000,1.8,138.6,75.4,"['Motor Drive', 'Vital Spirit']"
467,Magmortar,Booburnブーバーン,Fire,,540,75,95,83,67,70,125,95,FALSE,4,Blast Pokémon,30,6400,1000000,1.6,68,75.4,"['Flame Body', 'Vital Spirit']"
468,Togekiss,Togekissトゲキッス,Fairy,Flying,545,85,50,80,95,70,120,115,FALSE,4,Jubilee Pokémon,30,2560,800000,1.5,38,88.1,"['Hustle', 'Serene Grace', 'Super Luck']"
469,Yanmega,Megayanmaメガヤンマ,Bug,Flying,515,86,76,95,86,70,116,56,FALSE,4,Ogre Darner Pokémon,30,5120,1000000,1.9,51.5,50,"['Speed Boost', 'Tinted Lens', 'Frisk']"
470,Leafeon,Leafiaリーフィア,Grass,,525,65,110,95,130,35,60,65,FALSE,4,Verdant Pokémon,45,8960,1000000,1,25.5,88.1,"['Leaf Guard', 'Chlorophyll']"
471,Glaceon,Glaciaグレイシア,Ice,,525,65,60,65,110,35,130,95,FALSE,4,Fresh Snow Pokémon,45,8960,1000000,0.8,25.9,88.1,"['Snow Cloak', 'Ice Body']"
472,Gliscor,Glionグライオン,Ground,Flying,510,75,95,95,125,70,45,75,FALSE,4,Fang Scorp Pokémon,30,5120,1059860,2,42.5,50,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']"
473,Mamoswine,Mammooマンムー,Ice,Ground,530,110,130,80,80,70,70,60,FALSE,4,Twin Tusk Pokémon,50,5120,1250000,2.5,291,50,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
474,Porygon-Z,Porygon-zポリゴンＺ,Normal,,535,85,80,90,70,70,135,75,FALSE,4,Virtual Pokémon,30,5120,1000000,0.9,34,,"['Adaptability', 'Download', 'Analytic']"
475,Gallade,Erureidoエルレイド,Psychic,Fighting,518,68,125,80,65,35,65,115,FALSE,4,Blade Pokémon,45,5120,1250000,1.6,52,100,"['Steadfast', 'Justified']"
476,Probopass,Dainoseダイノーズ,Rock,Steel,525,60,55,40,145,70,75,150,FALSE,4,Compass Pokémon,60,5120,1000000,1.4,340,50,"['Sturdy', 'Magnet Pull', 'Sand Force']"
477,Dusknoir,Yonoirヨノワール,Ghost,,525,45,100,45,135,35,65,135,FALSE,4,Gripper Pokémon,45,6400,800000,2.2,106.6,50,"['Pressure', 'Frisk']"
478,Froslass,Yukimenokoユキメノコ,Ice,Ghost,480,70,80,110,70,70,80,70,FALSE,4,Snow Land Pokémon,75,5120,1000000,1.3,26.6,0,"['Snow Cloak', 'Cursed Body']"
479,Rotom,Rotomロトム,Electric,Ghost,440,50,50,91,77,70,95,77,FALSE,4,Plasma Pokémon,45,5120,1000000,0.3,0.3,,['Levitate']
480,Uxie,Yuxieユクシー,Psychic,,580,75,75,95,130,140,75,130,TRUE,4,Knowledge Pokémon,3,20480,1250000,0.3,0.3,,['Levitate']
481,Mesprit,Emritエムリット,Psychic,,580,80,105,80,105,140,105,105,TRUE,4,Emotion Pokémon,3,20480,1250000,0.3,0.3,,['Levitate']
482,Azelf,Agnomeアグノム,Psychic,,580,75,125,115,70,140,125,70,TRUE,4,Willpower Pokémon,3,20480,1250000,0.3,0.3,,['Levitate']
483,Dialga,Dialgaディアルガ,Steel,Dragon,680,100,120,90,120,0,150,100,TRUE,4,Temporal Pokémon,3,30720,1250000,5.4,683,,"['Pressure', 'Telepathy']"
484,Palkia,Palkiaパルキア,Water,Dragon,680,90,120,100,100,0,150,120,TRUE,4,Spatial Pokémon,3,30720,1250000,4.2,336,,"['Pressure', 'Telepathy']"
485,Heatran,Heatranヒードラン,Fire,Steel,600,91,90,77,106,100,130,106,TRUE,4,Lava Dome Pokémon,3,2560,1250000,1.7,430,50,"['Flash Fire', 'Flame Body']"
486,Regigigas,Regigigasレジギガス,Normal,,670,110,160,100,110,0,80,110,TRUE,4,Colossal Pokémon,3,30720,1250000,3.7,420,,['Slow Start']
487,GiratinaAltered Forme,Giratina (another Forme)ギラティナ,Ghost,Dragon,680,150,100,90,120,0,100,120,TRUE,4,Renegade Pokémon,3,30720,1250000,4.5,750,,"['Pressure', 'Telepathy', 'Levitate']"
488,Cresselia,Cresseliaクレセリア,Psychic,,600,120,70,85,120,100,75,130,FALSE,4,Lunar Pokémon,3,30720,1250000,1.5,85.6,0,['Levitate']
489,Phione,Phioneフィオネ,Water,,480,80,80,80,80,70,80,80,FALSE,4,Sea Drifter Pokémon,30,10240,1250000,0.4,3.1,,['Hydration']
490,Manaphy,Manaphyマナフィ,Water,,600,100,100,100,100,70,100,100,FALSE,4,Seafaring Pokémon,3,2560,1250000,0.3,1.4,,['Hydration']
491,Darkrai,Darkraiダークライ,Dark,,600,70,90,125,90,0,135,90,TRUE,4,Pitch-Black Pokémon,3,30720,1250000,1.5,50.5,,['Bad Dreams']
492,ShayminLand Forme,Shaymin (sky Forme)シェイミ,Grass,,600,100,100,100,100,100,100,100,TRUE,4,Gratitude Pokémon,45,30720,1059860,0.2,2.1,,"['Natural Cure', 'Serene Grace']"
493,Arceus,Arceusアルセウス,Normal,,720,120,120,120,120,0,120,120,TRUE,4,Alpha Pokémon,3,30720,1250000,3.2,320,,['Multitype']
494,Victini,Victiniビクティニ,Psychic,Fire,600,100,100,100,100,100,100,100,TRUE,5,Victory Pokémon,3,30720,1250000,0.4,4,,['Victory Star']
495,Snivy,Tsutarjaツタージャ,Grass,,308,45,45,63,55,70,45,55,FALSE,5,Grass Snake Pokémon,45,5120,1059860,0.6,8.1,88.1,"['Overgrow', 'Contrary']"
496,Servine,Janovyジャノビー,Grass,,413,60,60,83,75,70,60,75,FALSE,5,Grass Snake Pokémon,45,5120,1059860,0.8,16,88.1,"['Overgrow', 'Contrary']"
497,Serperior,Jalordaジャローダ,Grass,,528,75,75,113,95,70,75,95,FALSE,5,Regal Pokémon,45,5120,1059860,3.3,63,88.1,"['Overgrow', 'Contrary']"
498,Tepig,Pokabuポカブ,Fire,,308,65,63,45,45,70,45,45,FALSE,5,Fire Pig Pokémon,45,5120,1059860,0.5,9.9,88.1,"['Blaze', 'Thick Fat']"
499,Pignite,Chaobooチャオブー,Fire,Fighting,418,90,93,55,55,70,70,55,FALSE,5,Fire Pig Pokémon,45,5120,1059860,1,55.5,88.1,"['Blaze', 'Thick Fat']"
500,Emboar,Enbuohエンブオー,Fire,Fighting,528,110,123,65,65,70,100,65,FALSE,5,Mega Fire Pig Pokémon,45,5120,1059860,1.6,150,88.1,"['Blaze', 'Reckless']"
501,Oshawott,Mijumaruミジュマル,Water,,308,55,55,45,45,70,63,45,FALSE,5,Sea Otter Pokémon,45,5120,1059860,0.5,5.9,88.1,"['Torrent', 'Shell Armor']"
502,Dewott,Futachimaruフタチマル,Water,,413,75,75,60,60,70,83,60,FALSE,5,Discipline Pokémon,45,5120,1059860,0.8,24.5,88.1,"['Torrent', 'Shell Armor']"
503,Samurott,Daikenkiダイケンキ,Water,,528,95,100,70,85,70,108,70,FALSE,5,Formidable Pokémon,45,5120,1059860,1.5,94.6,88.1,"['Torrent', 'Shell Armor']"
504,Patrat,Minezumiミネズミ,Normal,,255,45,55,42,39,70,35,39,FALSE,5,Scout Pokémon,255,3840,1000000,0.5,11.6,50,"['Run Away', 'Keen Eye', 'Analytic']"
505,Watchog,Miruhogミルホッグ,Normal,,420,60,85,77,69,70,60,69,FALSE,5,Lookout Pokémon,255,5120,1000000,1.1,27,50,"['Illuminate', 'Keen Eye', 'Analytic']"
506,Lillipup,Yorterrieヨーテリー,Normal,,275,45,60,55,45,70,25,45,FALSE,5,Puppy Pokémon,255,3840,1059860,0.4,4.1,50,"['Vital Spirit', 'Pickup', 'Run Away']"
507,Herdier,Herderrieハーデリア,Normal,,370,65,80,60,65,70,35,65,FALSE,5,Loyal Dog Pokémon,120,3840,1059860,0.9,14.7,50,"['Intimidate', 'Sand Rush', 'Scrappy']"
508,Stoutland,Moolandムーランド,Normal,,500,85,110,80,90,70,45,90,FALSE,5,Big-Hearted Pokémon,45,3840,1059860,1.2,61,50,"['Intimidate', 'Sand Rush', 'Scrappy']"
509,Purrloin,Choronekoチョロネコ,Dark,,281,41,50,66,37,70,50,37,FALSE,5,Devious Pokémon,255,5120,1000000,0.4,10.1,50,"['Limber', 'Unburden', 'Prankster']"
510,Liepard,Lepardasレパルダス,Dark,,446,64,88,106,50,70,88,50,FALSE,5,Cruel Pokémon,90,5120,1000000,1.1,37.5,50,"['Limber', 'Unburden', 'Prankster']"
511,Pansage,Yanappuヤナップ,Grass,,316,50,53,64,48,70,53,48,FALSE,5,Grass Monkey Pokémon,190,5120,1000000,0.6,10.5,88.1,"['Gluttony', 'Overgrow']"
512,Simisage,Yanakkieヤナッキー,Grass,,498,75,98,101,63,70,98,63,FALSE,5,Thorn Monkey Pokémon,75,5120,1000000,1.1,30.5,88.1,"['Gluttony', 'Overgrow']"
513,Pansear,Baoppuバオップ,Fire,,316,50,53,64,48,70,53,48,FALSE,5,High Temp Pokémon,190,5120,1000000,0.6,11,88.1,"['Gluttony', 'Blaze']"
514,Simisear,Baokkieバオッキー,Fire,,498,75,98,101,63,70,98,63,FALSE,5,Ember Pokémon,75,5120,1000000,1,28,88.1,"['Gluttony', 'Blaze']"
515,Panpour,Hiyappuヒヤップ,Water,,316,50,53,64,48,70,53,48,FALSE,5,Spray Pokémon,190,5120,1000000,0.6,13.5,88.1,"['Gluttony', 'Torrent']"
516,Simipour,Hiyakkieヒヤッキー,Water,,498,75,98,101,63,70,98,63,FALSE,5,Geyser Pokémon,75,5120,1000000,1,29,88.1,"['Gluttony', 'Torrent']"
517,Munna,Munnaムンナ,Psychic,,292,76,25,24,45,70,67,55,FALSE,5,Dream Eater Pokémon,190,2560,800000,0.6,23.3,50,"['Forewarn', 'Synchronize', 'Telepathy']"
518,Musharna,Musharnaムシャーナ,Psychic,,487,116,55,29,85,70,107,95,FALSE,5,Drowsing Pokémon,75,2560,800000,1.1,60.5,50,"['Forewarn', 'Synchronize', 'Telepathy']"
519,Pidove,Mamepatoマメパト,Normal,Flying,264,50,55,43,50,70,36,30,FALSE,5,Tiny Pigeon Pokémon,255,3840,1059860,0.3,2.1,50,"['Big Pecks', 'Super Luck', 'Rivalry']"
520,Tranquill,Hatobohハトーボー,Normal,Flying,358,62,77,65,62,70,50,42,FALSE,5,Wild Pigeon Pokémon,120,3840,1059860,0.6,15,50,"['Big Pecks', 'Super Luck', 'Rivalry']"
521,Unfezant,Kenhallowケンホロウ,Normal,Flying,488,80,115,93,80,70,65,55,FALSE,5,Proud Pokémon,45,3840,1059860,1.2,29,50,"['Big Pecks', 'Super Luck', 'Rivalry']"
522,Blitzle,Shimamaシママ,Electric,,295,45,60,76,32,70,50,32,FALSE,5,Electrified Pokémon,190,5120,1000000,0.8,29.8,50,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
523,Zebstrika,Zebraikaゼブライカ,Electric,,497,75,100,116,63,70,80,63,FALSE,5,Thunderbolt Pokémon,75,5120,1000000,1.6,79.5,50,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
524,Roggenrola,Dangoroダンゴロ,Rock,,280,55,75,15,85,70,25,25,FALSE,5,Mantle Pokémon,255,3840,1059860,0.4,18,50,"['Sturdy', 'Weak Armor', 'Sand Force']"
525,Boldore,Gantleガントル,Rock,,390,70,105,20,105,70,50,40,FALSE,5,Ore Pokémon,120,3840,1059860,0.9,102,50,"['Sturdy', 'Weak Armor', 'Sand Force']"
526,Gigalith,Gigaiathギガイアス,Rock,,515,85,135,25,130,70,60,80,FALSE,5,Compressed Pokémon,45,3840,1059860,1.7,260,50,"['Sturdy', 'Sand Stream', 'Sand Force']"
527,Woobat,Koromoriコロモリ,Psychic,Flying,313,55,45,72,43,70,55,43,FALSE,5,Bat Pokémon,190,3840,1000000,0.4,2.1,50,"['Unaware', 'Klutz', 'Simple']"
528,Swoobat,Kokoromoriココロモリ,Psychic,Flying,425,67,57,114,55,70,77,55,FALSE,5,Courting Pokémon,45,3840,1000000,0.9,10.5,50,"['Unaware', 'Klutz', 'Simple']"
529,Drilbur,Mogurewモグリュー,Ground,,328,60,85,68,40,70,30,45,FALSE,5,Mole Pokémon,120,5120,1000000,0.3,8.5,50,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
530,Excadrill,Doryuzuドリュウズ,Ground,Steel,508,110,135,88,60,70,50,65,FALSE,5,Subterrene Pokémon,60,5120,1000000,0.7,40.4,50,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
531,Audino,Tabunneタブンネ,Normal,,445,103,60,50,86,70,60,86,FALSE,5,Hearing Pokémon,255,5120,800000,1.1,31,50,"['Healer', 'Regenerator', 'Klutz']"
532,Timburr,Dokkorerドッコラー,Fighting,,305,75,80,35,55,70,25,35,FALSE,5,Muscular Pokémon,180,5120,1059860,0.6,12.5,75.4,"['Guts', 'Sheer Force', 'Iron Fist']"
533,Gurdurr,Dotekkotsuドテッコツ,Fighting,,405,85,105,40,85,70,40,50,FALSE,5,Muscular Pokémon,90,5120,1059860,1.2,40,75.4,"['Guts', 'Sheer Force', 'Iron Fist']"
534,Conkeldurr,Roubushinローブシン,Fighting,,505,105,140,45,95,70,55,65,FALSE,5,Muscular Pokémon,45,5120,1059860,1.4,87,75.4,"['Guts', 'Sheer Force', 'Iron Fist']"
535,Tympole,Otamaroオタマロ,Water,,294,50,50,64,40,70,50,40,FALSE,5,Tadpole Pokémon,255,5120,1059860,0.5,4.5,50,"['Swift Swim', 'Hydration', 'Water Absorb']"
536,Palpitoad,Gamagaruガマガル,Water,Ground,384,75,65,69,55,70,65,55,FALSE,5,Vibration Pokémon,120,5120,1059860,0.8,17,50,"['Swift Swim', 'Hydration', 'Water Absorb']"
537,Seismitoad,Gamagerogeガマゲロゲ,Water,Ground,509,105,95,74,75,70,85,75,FALSE,5,Vibration Pokémon,45,5120,1059860,1.5,62,50,"['Swift Swim', 'Poison Touch', 'Water Absorb']"
538,Throh,Nagekiナゲキ,Fighting,,465,120,100,45,85,70,30,85,FALSE,5,Judo Pokémon,45,5120,1000000,1.3,55.5,100,"['Guts', 'Inner Focus', 'Mold Breaker']"
539,Sawk,Dagekiダゲキ,Fighting,,465,75,125,85,75,70,30,75,FALSE,5,Karate Pokémon,45,5120,1000000,1.4,51,100,"['Sturdy', 'Inner Focus', 'Mold Breaker']"
540,Sewaddle,Kurumiruクルミル,Bug,Grass,310,45,53,42,70,70,40,60,FALSE,5,Sewing Pokémon,255,3840,1059860,0.3,2.5,50,"['Swarm', 'Chlorophyll', 'Overcoat']"
541,Swadloon,Kurumayuクルマユ,Bug,Grass,380,55,63,42,90,70,50,80,FALSE,5,Leaf-Wrapped Pokémon,120,3840,1059860,0.5,7.3,50,"['Leaf Guard', 'Chlorophyll', 'Overcoat']"
542,Leavanny,Hahakomoriハハコモリ,Bug,Grass,500,75,103,92,80,70,70,80,FALSE,5,Nurturing Pokémon,45,3840,1059860,1.2,20.5,50,"['Swarm', 'Chlorophyll', 'Overcoat']"
543,Venipede,Fushideフシデ,Bug,Poison,260,30,45,57,59,70,30,39,FALSE,5,Centipede Pokémon,255,3840,1059860,0.4,5.3,50,"['Poison Point', 'Swarm', 'Speed Boost']"
544,Whirlipede,Wheegaホイーガ,Bug,Poison,360,40,55,47,99,70,40,79,FALSE,5,Curlipede Pokémon,120,3840,1059860,1.2,58.5,50,"['Poison Point', 'Swarm', 'Speed Boost']"
545,Scolipede,Pendrorペンドラー,Bug,Poison,485,60,100,112,89,70,55,69,FALSE,5,Megapede Pokémon,45,5120,1059860,2.5,200.5,50,"['Poison Point', 'Swarm', 'Speed Boost']"
546,Cottonee,Monmenモンメン,Grass,Fairy,280,40,27,66,60,70,37,50,FALSE,5,Cotton Puff Pokémon,190,5120,1000000,0.3,0.6,50,"['Prankster', 'Infiltrator', 'Chlorophyll']"
547,Whimsicott,Elfuunエルフーン,Grass,Fairy,480,60,67,116,85,70,77,75,FALSE,5,Windveiled Pokémon,75,5120,1000000,0.7,6.6,50,"['Prankster', 'Infiltrator', 'Chlorophyll']"
548,Petilil,Churineチュリネ,Grass,,280,45,35,30,50,70,70,50,FALSE,5,Bulb Pokémon,190,5120,1000000,0.5,6.6,0,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
549,Lilligant,Dredearドレディア,Grass,,480,70,60,90,75,70,110,75,FALSE,5,Flowering Pokémon,75,5120,1000000,1.1,16.3,0,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
550,Basculin,Bassraoバスラオ,Water,,460,70,92,98,65,70,80,55,FALSE,5,Hostile Pokémon,25,10240,1000000,1,18,50,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']"
551,Sandile,Megurocoメグロコ,Ground,Dark,292,50,72,65,35,70,35,35,FALSE,5,Desert Croc Pokémon,180,5120,1059860,0.7,15.2,50,"['Intimidate', 'Moxie', 'Anger Point']"
552,Krokorok,Waruvileワルビル,Ground,Dark,351,60,82,74,45,70,45,45,FALSE,5,Desert Croc Pokémon,90,5120,1059860,1,33.4,50,"['Intimidate', 'Moxie', 'Anger Point']"
553,Krookodile,Waruvialワルビアル,Ground,Dark,519,95,117,92,80,70,65,70,FALSE,5,Intimidation Pokémon,45,5120,1059860,1.5,96.3,50,"['Intimidate', 'Moxie', 'Anger Point']"
554,Darumaka,Darumakkaダルマッカ,Fire,,315,70,90,50,45,70,15,45,FALSE,5,Zen Charm Pokémon,120,5120,1059860,0.6,37.5,50,"['Hustle', 'Inner Focus']"
555,DarmanitanStandard Mode,Hihidarumaヒヒダルマ,Fire,,480,105,140,95,55,70,30,55,FALSE,5,Blazing Pokémon,60,5120,1059860,1.3,92.9,50,"['Sheer Force', 'Zen Mode']"
556,Maractus,Maracacchiマラカッチ,Grass,,461,75,86,60,67,70,106,67,FALSE,5,Cactus Pokémon,255,5120,1000000,1,28,50,"['Water Absorb', 'Chlorophyll', 'Storm Drain']"
